Genus,species,,type,Synonym,other,Origin,Version,Source,NCBI Tax ID,URL,Ensembl
Aspergillus,calidoustus,,,,,,,Ensembl,454130,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_calidoustus/pep/Aspergillus_calidoustus.Acal_Allpaths_LG.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,carbonarius,,ITEM 5010,,,,,Ensembl,602072,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_carbonarius_item_5010/pep/Aspergillus_carbonarius_item_5010.Aspca3.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,clavatus,,,,,,,Ensembl,344612,ftp.ensemblgenomes.org/pub/fungi/current/fasta/aspergillus_clavatus/pep/Aspergillus_clavatus.CADRE.pep.all.fa.gz,
Aspergillus,cristatus,,,,,,,Ensembl,573508,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_cristatus/pep/Aspergillus_cristatus.ASM171748v1.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,flavus,,,,,,,Ensembl,332952,ftp.ensemblgenomes.org/pub/fungi/current/fasta/aspergillus_flavus/pep/Aspergillus_flavus.JCVI-afl1-v2.0.pep.all.fa.gz,
Aspergillus,flavus,,AF70,,,,,Ensembl,1392242,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/aspergillus_flavus_af70/pep/Aspergillus_flavus_af70.ASM95283v1.pep.all.fa.gz,fungi_ascomycota2_collection
Aspergillus,fumigatus,,,,,,,Ensembl,330879,ftp.ensemblgenomes.org/pub/fungi/current/fasta/aspergillus_fumigatus/pep/Aspergillus_fumigatus.CADRE.pep.all.fa.gz,
Aspergillus,fumigatus,,A1163,,,,,Ensembl,451804,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/aspergillus_fumigatus_var_rp_2014/pep/Aspergillus_fumigatus_var_rp_2014.AspFumNiv1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Aspergillus,fumigatus,,Z5,,,,,Ensembl,1437362,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_fumigatus_z5/pep/Aspergillus_fumigatus_z5.ASM102932v1.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,fumigatus,var. RP-2014,,,,,,Ensembl,1476192,ftp.ensemblgenomes.org/pub/fungi/current/fasta/aspergillus_fumigatusa1163/pep/Aspergillus_fumigatusa1163.CADRE.pep.all.fa.gz,
Aspergillus,glaucus,,CBS 516.65,,,,,Ensembl,1160497,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_glaucus_cbs_516_65/pep/Aspergillus_glaucus_cbs_516_65.Aspgl1.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,lentulus,,,,,,,Ensembl,293939,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_lentulus/pep/Aspergillus_lentulus.Alt_assembly01.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,luchuensis,,,,,,,Ensembl,1069201,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_luchuensis/pep/Aspergillus_luchuensis.AspL_2604.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,luchuensis,,CBS 106.47,,,,,Ensembl,1137211,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_luchuensis_cbs_106_47/pep/Aspergillus_luchuensis_cbs_106_47.Aspfo1.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,nidulans,,,,,,,Ensembl,227321,ftp.ensemblgenomes.org/pub/fungi/current/fasta/aspergillus_nidulans/pep/Aspergillus_nidulans.ASM1142v1.pep.all.fa.gz,
Aspergillus,nidulans,,FGSC A4,,,,,Ensembl,227321,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/aspergillus_nidulans_fgsc_a4/pep/Aspergillus_nidulans_fgsc_a4.ASM14920v2.pep.all.fa.gz,fungi_ascomycota2_collection
Aspergillus,niger,,,,,,,Ensembl,5061,ftp.ensemblgenomes.org/pub/fungi/current/fasta/aspergillus_niger/pep/Aspergillus_niger.ASM285v2.pep.all.fa.gz,
Aspergillus,niger,,ATCC 1015,,,,,Ensembl,5061,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/aspergillus_niger_atcc_1015/pep/Aspergillus_niger_atcc_1015.ASPNI_v3.0.pep.all.fa.gz,fungi_ascomycota1_collection
Aspergillus,nomius,,NRRL 13137,,,,,Ensembl,1509407,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_nomius_nrrl_13137/pep/Aspergillus_nomius_nrrl_13137.ASM120477v1.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,ochraceoroseus,,,,,,,Ensembl,138278,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/aspergillus_ochraceoroseus/pep/Aspergillus_ochraceoroseus.ASM98666v1.pep.all.fa.gz,fungi_ascomycota2_collection
Aspergillus,oryzae,,,,,,,Ensembl,510516,ftp.ensemblgenomes.org/pub/fungi/current/fasta/aspergillus_oryzae/pep/Aspergillus_oryzae.ASM18445v3.pep.all.fa.gz,
Aspergillus,oryzae,,100-8,,,,,Ensembl,5062,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/aspergillus_oryzae_100_8/pep/Aspergillus_oryzae_100_8.Aspergillus_oryzae_100-8.pep.all.fa.gz,fungi_ascomycota1_collection
Aspergillus,oryzae,,3.042,,,,,Ensembl,1197718,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/aspergillus_oryzae_3_042/pep/Aspergillus_oryzae_3_042.AspOry3042.pep.all.fa.gz,fungi_ascomycota1_collection
Aspergillus,parasiticus,,SU-1,,,,,Ensembl,1403190,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_parasiticus_su_1/pep/Aspergillus_parasiticus_su_1.ASM95608v1.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,rambellii,,,,,,,Ensembl,308745,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/aspergillus_rambellii/pep/Aspergillus_rambellii.ASM98664v1.pep.all.fa.gz,fungi_ascomycota2_collection
Aspergillus,ruber,,CBS 135680,,,,,Ensembl,1388766,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/aspergillus_ruber_cbs_135680/pep/Aspergillus_ruber_cbs_135680.Eurhe1.pep.all.fa.gz,fungi_ascomycota1_collection
Aspergillus,sydowii,,CBS 593.65,,,,,Ensembl,1036612,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_sydowii_cbs_593_65/pep/Aspergillus_sydowii_cbs_593_65.Aspsy1.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,terreus,,,,,,,Ensembl,341663,ftp.ensemblgenomes.org/pub/fungi/current/fasta/aspergillus_terreus/pep/Aspergillus_terreus.CADRE.pep.all.fa.gz,
Aspergillus,tubingensis,,CBS 134.48,,,,,Ensembl,767770,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_tubingensis_cbs_134_48/pep/Aspergillus_tubingensis_cbs_134_48.Asptu1.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,udagawae,,,,,,,Ensembl,91492,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_udagawae/pep/Aspergillus_udagawae.Aud_assembly01.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,ustus,,,,,,,Ensembl,40382,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/aspergillus_ustus/pep/Aspergillus_ustus.Austus1.0.pep.all.fa.gz,fungi_ascomycota2_collection
Aspergillus,versicolor,,CBS 583.65,,,,,Ensembl,1036611,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_versicolor_cbs_583_65/pep/Aspergillus_versicolor_cbs_583_65.Aspve1.pep.all.fa.gz,fungi_ascomycota3_collection
Aspergillus,wentii,,DTO 134E9,,,,,Ensembl,1073089,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aspergillus_wentii_dto_134e9/pep/Aspergillus_wentii_dto_134e9.Aspwe1.pep.all.fa.gz,fungi_ascomycota3_collection
Aureobasidium,melanogenum,,CBS 110374,,,,,Ensembl,1043003,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/aureobasidium_melanogenum_cbs_110374/pep/Aureobasidium_melanogenum_cbs_110374.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Aureobasidium,namibiae,,CBS 147.97,,,,,Ensembl,1043004,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/aureobasidium_namibiae_cbs_147_97/pep/Aureobasidium_namibiae_cbs_147_97.Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Aureobasidium,pullulans,,,,,,,Ensembl,5580,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/aureobasidium_pullulans/pep/Aureobasidium_pullulans.ASM167811v1.pep.all.fa.gz,fungi_ascomycota3_collection
Aureobasidium,pullulans,,EXF-150,,,,,Ensembl,1043002,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/aureobasidium_pullulans_exf_150/pep/Aureobasidium_pullulans_exf_150.Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Aureobasidium,subglaciale,,EXF-2481,,,,,Ensembl,1043005,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/aureobasidium_subglaciale_exf_2481/pep/Aureobasidium_subglaciale_exf_2481.Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Babjeviella,inositovora,,NRRL Y-12698,,,,,Ensembl,984486,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/babjeviella_inositovora_nrrl_y_12698/pep/Babjeviella_inositovora_nrrl_y_12698.Babin1.pep.all.fa.gz,fungi_ascomycota3_collection
Batrachochytrium,dendrobatidis,,JAM81,,,,,Ensembl,684364,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_chytridiomycota1_collection/batrachochytrium_dendrobatidis_jam81/pep/Batrachochytrium_dendrobatidis_jam81.v1.0.pep.all.fa.gz,fungi_chytridiomycota1_collection
Batrachochytrium,dendrobatidis,,JEL423,,,,,Ensembl,403673,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_chytridiomycota1_collection/batrachochytrium_dendrobatidis_jel423/pep/Batrachochytrium_dendrobatidis_jel423.BD_JEL423.pep.all.fa.gz,fungi_chytridiomycota1_collection
Batrachochytrium,salamandrivorans,,,,,,,Ensembl,1357716,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_chytridiomycota1_collection/batrachochytrium_salamandrivorans/pep/Batrachochytrium_salamandrivorans.Batr_sala_BS_V1.pep.all.fa.gz,fungi_chytridiomycota1_collection
Baudoinia,panamericana,,UAMH 10762,,,,,Ensembl,717646,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/baudoinia_panamericana_uamh_10762/pep/Baudoinia_panamericana_uamh_10762.Bauco1.pep.all.fa.gz,fungi_ascomycota1_collection
Beauveria,bassiana,,,,,,,Ensembl,176275,ftp.ensemblgenomes.org/pub/fungi/current/fasta/beauveria_bassiana/pep/Beauveria_bassiana.ASM168263v1.pep.all.fa.gz,
Beauveria,bassiana,,ARSEF 2860,,,,,Ensembl,655819,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/beauveria_bassiana_arsef_2860/pep/Beauveria_bassiana_arsef_2860.ASM28067v1.pep.all.fa.gz,fungi_ascomycota1_collection
Beauveria,bassiana,,D1-5,,,,,Ensembl,1245745,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/beauveria_bassiana_d1_5/pep/Beauveria_bassiana_d1_5.BBA1.0.pep.all.fa.gz,fungi_ascomycota2_collection
Bipolaris,maydis,,ATCC 48331,,,,,Ensembl,665024,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/bipolaris_maydis_atcc_48331/pep/Bipolaris_maydis_atcc_48331.CocheC4_1.pep.all.fa.gz,fungi_ascomycota1_collection
Bipolaris,maydis,,C5,,,,,Ensembl,701091,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/bipolaris_maydis_c5/pep/Bipolaris_maydis_c5.CocheC5_3.pep.all.fa.gz,fungi_ascomycota1_collection
Bipolaris,oryzae,,ATCC 44560,,,,,Ensembl,930090,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/bipolaris_oryzae_atcc_44560/pep/Bipolaris_oryzae_atcc_44560.Cochliobolus_miyabeanus_v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Bipolaris,sorokiniana,,ND90Pr,,,,,Ensembl,665912,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/bipolaris_sorokiniana_nd90pr/pep/Bipolaris_sorokiniana_nd90pr.Cocsa1.pep.all.fa.gz,fungi_ascomycota1_collection
Bipolaris,victoriae,,FI3,,,,,Ensembl,930091,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/bipolaris_victoriae_fi3/pep/Bipolaris_victoriae_fi3.Cochliobolus_victoriae_v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Bipolaris,zeicola,,26-R-13,,,,,Ensembl,930089,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/bipolaris_zeicola_26_r_13/pep/Bipolaris_zeicola_26_r_13.Cochliobolus_carbonum_v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Blastomyces,dermatitidis,,ATCC 18188,Ajellomyces dermatitidis,,BROAD,,Ensembl,653446,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/blastomyces_dermatitidis_atcc_18188/pep/Blastomyces_dermatitidis_atcc_18188.BD_ATCC18188_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Blastomyces,dermatitidis,,ATCC 26199,Ajellomyces dermatitidis,,BROAD,,Ensembl,447095,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/blastomyces_dermatitidis_atcc_26199/pep/Blastomyces_dermatitidis_atcc_26199.BD_ATCC26199_V2.pep.all.fa.gz,fungi_ascomycota1_collection
Blastomyces,dermatitidis,,ER-3,Ajellomyces dermatitidis,,BROAD,,Ensembl,559297,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/blastomyces_dermatitidis_er_3/pep/Blastomyces_dermatitidis_er_3.BD_ER3_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Blastomyces,gilchristii,,SLH14081,Ajellomyces dermatitidis,,BROAD,,Ensembl,559298,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/blastomyces_gilchristii_slh14081/pep/Blastomyces_gilchristii_slh14081.BD_SLH14081_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Blastomyces,percursus,,,,,,,Ensembl,1658174,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/blastomyces_percursus/pep/Blastomyces_percursus.Blas_perc_EI222_V1.pep.all.fa.gz,fungi_ascomycota3_collection
Blumeria,graminis,,,,,,,Ensembl,546991,ftp.ensemblgenomes.org/pub/fungi/current/fasta/blumeria_graminis/pep/Blumeria_graminis.EF1.pep.all.fa.gz,
Blumeria,graminis,f. sp. tritici,,,,,,Ensembl,1268274,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/blumeria_graminis_f_sp_tritici_96224/pep/Blumeria_graminis_f_sp_tritici_96224.Bgt_454_newbler_assembly.pep.all.fa.gz,fungi_ascomycota1_collection
Botryobasidium,botryosum,,FD-172 SS1,,,,,Ensembl,930990,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/botryobasidium_botryosum_fd_172_ss1/pep/Botryobasidium_botryosum_fd_172_ss1.Botbo1.pep.all.fa.gz,fungi_basidiomycota1_collection
Botrytis,cinerea,,B05.10,,,,,Ensembl,332648,ftp.ensemblgenomes.org/pub/fungi/current/fasta/botrytis_cinerea/pep/Botrytis_cinerea.ASM83294v1.pep.all.fa.gz,
Botrytis,cinerea,,BcDW1,,,,,Ensembl,1290391,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/botrytis_cinerea_bcdw1/pep/Botrytis_cinerea_bcdw1.BcDW1.pep.all.fa.gz,fungi_ascomycota1_collection
Botrytis,cinerea,,T4,,,BROAD,,Ensembl,999810,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/botrytis_cinerea_t4/pep/Botrytis_cinerea_t4.BotFuc_Mar2011.pep.all.fa.gz,fungi_ascomycota1_collection
Brettanomyces,bruxellensis,,AWRI1499,,,,,Ensembl,1124627,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/brettanomyces_bruxellensis_awri1499/pep/Brettanomyces_bruxellensis_awri1499.AWRI1499_v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Byssochlamys,spectabilis,,No. 5,,,,,Ensembl,1356009,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/byssochlamys_spectabilis_no_5/pep/Byssochlamys_spectabilis_no_5.PVAR5_assembly01.pep.all.fa.gz,fungi_ascomycota1_collection
Calocera,cornea,,HHB12733,,,,,Ensembl,1353952,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/calocera_cornea_hhb12733/pep/Calocera_cornea_hhb12733.Calco1.pep.all.fa.gz,fungi_basidiomycota1_collection
Calocera,viscosa,,TUFC12733,,,,,Ensembl,1330018,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/calocera_viscosa_tufc12733/pep/Calocera_viscosa_tufc12733.Calvi1.pep.all.fa.gz,fungi_basidiomycota1_collection
Candida,albicans,,12C,,,,,Ensembl,1094981,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/candida_albicans_12c/pep/Candida_albicans_12c.Cand_albi_12C_V2.pep.all.fa.gz,fungi_ascomycota2_collection
Candida,albicans,,19F,,,,,Ensembl,1094987,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/candida_albicans_19f/pep/Candida_albicans_19f.Cand_albi_19F_V2.pep.all.fa.gz,fungi_ascomycota2_collection
Candida,albicans,,Ca6,,,,,Ensembl,1165368,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/candida_albicans_ca6/pep/Candida_albicans_ca6.Cand_albi_Ca6_V2.pep.all.fa.gz,fungi_ascomycota2_collection
Candida,albicans,,GC75,,,,,Ensembl,1094988,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/candida_albicans_gc75/pep/Candida_albicans_gc75.Cand_albi_GC75_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Candida,albicans,,L26,,,,,Ensembl,1094982,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/candida_albicans_l26/pep/Candida_albicans_l26.Cand_albi_L26_V2.pep.all.fa.gz,fungi_ascomycota2_collection
Candida,albicans,,P34048,,,,,Ensembl,1094991,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/candida_albicans_p34048/pep/Candida_albicans_p34048.Cand_albi_P34048_V1.pep.all.fa.gz,fungi_ascomycota2_collection
Candida,albicans,,P37005,,,,,Ensembl,1094985,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/candida_albicans_p37005/pep/Candida_albicans_p37005.Cand_albi_P37005_V2.pep.all.fa.gz,fungi_ascomycota1_collection
Candida,albicans,,P37037,,,,,Ensembl,1094992,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/candida_albicans_p37037/pep/Candida_albicans_p37037.Cand_albi_P37037_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Candida,albicans,,P37039,,,,,Ensembl,1094993,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/candida_albicans_p37039/pep/Candida_albicans_p37039.Cand_albi_P37039_V1.pep.all.fa.gz,fungi_ascomycota2_collection
