Armillaria	mellea		DSM 3731				1314977	https://genome.jgi.doe.gov/portal/Armme1_1/download/Armme1_1_GeneCatalog_proteins_20140802.aa.fasta.gz	23656496
Armillaria	ostoyae				C18/9		47428	https://genome.jgi.doe.gov/portal/Armosto1/download/Armosto1_GeneCatalog_proteins_20170112.aa.fasta.gz	29085064
Armillaria	solidipes				28-04	v1.0	1076256	https://genome.jgi.doe.gov/portal/Armost1/download/Armost1_GeneCatalog_proteins_20150831.aa.fasta.gz	29085064
Arthrobotrys	oligospora		ATCC 24927				756982	https://genome.jgi.doe.gov/portal/Artol1/download/Artol1_GeneCatalog_proteins_20131209.aa.fasta.gz	21909256
Arthroderma	benhamiae		CBS 112371				663331	https://genome.jgi.doe.gov/portal/Artbe1/download/Artbe1_GeneCatalog_proteins_20131209.aa.fasta.gz	21247460
Ascobolus	immersus		RN42			v1.0	1160509	https://genome.jgi.doe.gov/portal/Ascim1/download/Ascim1_GeneCatalog_proteins_20121221.aa.fasta.gz	
Ascochyta	rabiei				ArDII		5454	https://genome.jgi.doe.gov/portal/Ascra1/download/Ascra1_GeneCatalog_proteins_20170704.aa.fasta.gz	27091329
Ascocoryne	sarcoides		NRRL50072				1016881	https://genome.jgi.doe.gov/portal/Ascsa1/download/Ascsa1_GeneCatalog_proteins_20140116.aa.fasta.gz	22396667
Ascodesmis	nigricans				CBS 389.68	v1.0	341454	https://genome.jgi.doe.gov/portal/Ascni1/download/Ascni1_GeneCatalog_proteins_20141120.aa.fasta.gz	
Ascoidea	rubescens		NRRL Y17699			v1.0	983968	https://genome.jgi.doe.gov/portal/Ascru1/download/Ascru1_GeneCatalog_proteins_20111107.aa.fasta.gz	27535936
Aspergillus	acristatulus		CBS 119.55 	Aspergillus nidulans var. acristatus			286159	https://genome.jgi.doe.gov/portal/Aspacri1/download/Aspacri1_GeneCatalog_proteins_20160412.aa.fasta.gz	
Aspergillus	aculeatinus		CBS 121060			v1.0	1448322	https://genome.jgi.doe.gov/portal/Aspacu1/download/Aspacu1_GeneCatalog_proteins_20140714.aa.fasta.gz	
Aspergillus	aculeatus		ATCC 16872			v1.1	690307	https://genome.jgi.doe.gov/portal/Aspac1/download/Aspac1_filtered_proteins.FilteredModels6.fasta.gz	28196534
Aspergillus	bombycis		NRRL 26010				109264	https://genome.jgi.doe.gov/portal/Aspbom1/download/Aspbom1_GeneCatalog_proteins_20170529.aa.fasta.gz	27664179
Aspergillus	brasiliensis					v1.0	319629	https://genome.jgi.doe.gov/portal/Aspbr1/download/Aspbr1_GeneCatalog_proteins_20120615.aa.fasta.gz	28196534
Aspergillus	brunneoviolaceus		CBS 621.78			v1.0	1450534	https://genome.jgi.doe.gov/portal/Aspbru1/download/Aspbru1_GeneCatalog_proteins_20140712.aa.fasta.gz	
Aspergillus	calidoustus						454130	https://genome.jgi.doe.gov/portal/Aspcal1/download/Aspcal1_GeneCatalog_proteins_20160920.aa.fasta.gz	
Aspergillus	campestris		IBT 28561			v1.0	1392248	https://genome.jgi.doe.gov/portal/Aspcam1/download/Aspcam1_GeneCatalog_proteins_20140128.aa.fasta.gz	29317534
Aspergillus	carbonarius		ITEM 5010			v3	602072	https://genome.jgi.doe.gov/portal/Aspca3/download/Aspca3_filtered_proteins.fasta.gz	28196534
Aspergillus	clavatus		NRRL 1				344612	https://genome.jgi.doe.gov/portal/Aspcl1/download/Aspcl1_GeneCatalog_proteins_20120815.aa.fasta.gz	22080559
Aspergillus	costaricaensis		CBS 115574			v1.0	1448317	https://genome.jgi.doe.gov/portal/Aspcos1/download/Aspcos1_GeneCatalog_proteins_20141208.aa.fasta.gz	
Aspergillus	cristatus				GZAAS20.1005		573508	https://genome.jgi.doe.gov/portal/Aspcri1/download/Aspcri1_GeneCatalog_proteins_20170529.aa.fasta.gz	27267057
Aspergillus	ellipticus		CBS 707.79			v1.0	1448320	https://genome.jgi.doe.gov/portal/Aspell1/download/Aspell1_GeneCatalog_proteins_20140716.aa.fasta.gz	
Aspergillus	eucalypticola		CBS 122712			v1.0	1448314	https://genome.jgi.doe.gov/portal/Aspeuc1/download/Aspeuc1_GeneCatalog_proteins_20140626.aa.fasta.gz	
Aspergillus	fijiensis		CBS 313.89			v1.0	1448319	https://genome.jgi.doe.gov/portal/Aspfij1/download/Aspfij1_GeneCatalog_proteins_20141130.aa.fasta.gz	
Aspergillus	flavus		NRRL3357				332952	https://genome.jgi.doe.gov/portal/Aspfl1/download/Aspfl1_GeneCatalog_proteins_20121018.aa.fasta.gz	22080559
Aspergillus	fumigatus		A1163				451804	https://genome.jgi.doe.gov/portal/Aspfu_A1163_1/download/Aspfu_A1163_1_GeneCatalog_proteins_20140107.aa.fasta.gz	18404212
Aspergillus	fumigatus		Af293				330879	https://genome.jgi.doe.gov/portal/Aspfu1/download/Aspfu1_GeneCatalog_proteins_20120808.aa.fasta.gz	16372009
Aspergillus	glaucus					v1.0	41413	https://genome.jgi.doe.gov/portal/Aspgl1/download/Aspgl1_GeneCatalog_proteins_20121005.aa.fasta.gz	28196534
Aspergillus	heteromorphus		CBS 117.55			v1.0	1448321	https://genome.jgi.doe.gov/portal/Asphet1/download/Asphet1_GeneCatalog_proteins_20140624.aa.fasta.gz	
Aspergillus	homomorphus		CBS 101889			v1.0	1450537	https://genome.jgi.doe.gov/portal/Asphom1/download/Asphom1_GeneCatalog_proteins_20140716.aa.fasta.gz	
Aspergillus	ibericus		CBS 121593			v1.0	1448316	https://genome.jgi.doe.gov/portal/Aspibe1/download/Aspibe1_GeneCatalog_proteins_20141129.aa.fasta.gz	
Aspergillus	indicus			Aspergillus terricola var. indicus			138288	https://genome.jgi.doe.gov/portal/Aspind2_1/download/Aspind2_1_GeneCatalog_proteins_20160309.aa.fasta.gz	
Aspergillus	indologenus		CBS 114.80			v1.0	1450541	https://genome.jgi.doe.gov/portal/Aspind1/download/Aspind1_GeneCatalog_proteins_20140718.aa.fasta.gz	
Aspergillus	japonicus		CBS 114.51			v1.0	1448312	https://genome.jgi.doe.gov/portal/Aspjap1/download/Aspjap1_GeneCatalog_proteins_20141201.aa.fasta.gz	
Aspergillus	kawachii		IFO 4308				1033177	https://genome.jgi.doe.gov/portal/Aspka1_1/download/Aspka1_1_GeneCatalog_proteins_20140116.aa.fasta.gz	22045919
Aspergillus	lacticoffeatus		CBS 101883			v1.0	1450533	https://genome.jgi.doe.gov/portal/Asplac1/download/Asplac1_GeneCatalog_proteins_20140612.aa.fasta.gz	
Aspergillus	luchuensis		CBS 106.47	Aspergillus acidus		v1.0	1137211	https://genome.jgi.doe.gov/portal/Aspfo1/download/Aspfo1_GeneCatalog_proteins_20120615.aa.fasta.gz	28196534
Aspergillus	multicolor						41759	https://genome.jgi.doe.gov/portal/Aspmul1_1/download/Aspmul1_1_GeneCatalog_proteins_20160309.aa.fasta.gz	
Aspergillus	neoniger		CBS 115656			v1.0	1448310	https://genome.jgi.doe.gov/portal/Aspneo1/download/Aspneo1_GeneCatalog_proteins_20140612.aa.fasta.gz	
Aspergillus	nidulans						162425	https://genome.jgi.doe.gov/portal/Aspnid1/download/Aspnid1_GeneCatalog_proteins_20110130.aa.fasta.gz	22080559
Aspergillus	niger		ATCC 1015			v4.0	380704	https://genome.jgi.doe.gov/portal/Aspni7/download/Aspni7_GeneCatalog_proteins_20131226.aa.fasta.gz	21543515
Aspergillus	niger		CBS 513.88				425011	https://genome.jgi.doe.gov/portal/Aspni_DSM_1/download/Aspni_DSM_1_GeneCatalog_proteins_20130526.aa.fasta.gz	17259976
Aspergillus	niger		NRRL3				1451139	https://genome.jgi.doe.gov/portal/Aspni_NRRL3_1/download/Aspni_NRRL3_1_GeneCatalog_proteins_20140311.aa.fasta.gz	
Aspergillus	niger		ATCC 13496		van Tieghem	v1.0	1353008	https://genome.jgi.doe.gov/portal/Aspni_bvT_1/download/Aspni_bvT_1_GeneCatalog_proteins_20140302.aa.fasta.gz	
Aspergillus	nomius		NRRL 13137				1509407	https://genome.jgi.doe.gov/portal/Aspnom13137_1/download/Aspnom13137_1_GeneCatalog_proteins_20160919.aa.fasta.gz	
Aspergillus	novofumigatus		IBT 16806			v1.0	1392255	https://genome.jgi.doe.gov/portal/Aspnov1/download/Aspnov1_GeneCatalog_proteins_20140201.aa.fasta.gz	29317534
Aspergillus	ochraceoroseus		IBT 24754			v1.0	1392256	https://genome.jgi.doe.gov/portal/Aspoch1/download/Aspoch1_GeneCatalog_proteins_20140127.aa.fasta.gz	29317534
Aspergillus	ochraceoroseus				SRRC1432		138278	https://genome.jgi.doe.gov/portal/Aspoch1432_1/download/Aspoch1432_1_GeneCatalog_proteins_20160917.aa.fasta.gz	
Aspergillus	olivicola						1250372	https://genome.jgi.doe.gov/portal/Aspoli1_1/download/Aspoli1_1_GeneCatalog_proteins_20160309.aa.fasta.gz	
Aspergillus	oryzae		RIB40				510516	https://genome.jgi.doe.gov/portal/Aspor1/download/Aspor1_GeneCatalog_proteins_20120808.aa.fasta.gz	22080559
Aspergillus	phoenicis		ATCC 13157			v1.0	1353007	https://genome.jgi.doe.gov/portal/Aspph1/download/Aspph1_GeneCatalog_proteins_20140307.aa.fasta.gz	
Aspergillus	piperis		CBS 112811			v1.0	1448313	https://genome.jgi.doe.gov/portal/Asppip1/download/Asppip1_GeneCatalog_proteins_20140724.aa.fasta.gz	
Aspergillus	rambellii				SRRC1468		308745	https://genome.jgi.doe.gov/portal/Aspram1/download/Aspram1_GeneCatalog_proteins_20160917.aa.fasta.gz	
Aspergillus	recurvatus						41761	https://genome.jgi.doe.gov/portal/Asprec1_1/download/Asprec1_1_GeneCatalog_proteins_20160405.aa.fasta.gz	
Aspergillus	saccharolyticus		JOP 1030-1			v1.0	1450539	https://genome.jgi.doe.gov/portal/Aspsac1/download/Aspsac1_GeneCatalog_proteins_20140605.aa.fasta.gz	
Aspergillus	sclerotiicarbonarius		CBS 121057			v1.0	1448318	https://genome.jgi.doe.gov/portal/Aspscle1/download/Aspscle1_GeneCatalog_proteins_20140720.aa.fasta.gz	
Aspergillus	sclerotioniger		CBS 115572			v1.0	1450535	https://genome.jgi.doe.gov/portal/Aspscl1/download/Aspscl1_GeneCatalog_proteins_20140623.aa.fasta.gz	
Aspergillus	steynii		IBT 23096			v1.0	1392250	https://genome.jgi.doe.gov/portal/Aspste1/download/Aspste1_GeneCatalog_proteins_20140201.aa.fasta.gz	29317534
Aspergillus	sydowii		CBS 593.65			v1.0	1036612	https://genome.jgi.doe.gov/portal/Aspsy1/download/Aspsy1_GeneCatalog_proteins_20120625.aa.fasta.gz	28196534
Aspergillus	terreus		NIH2624				341663	https://genome.jgi.doe.gov/portal/Aspte1/download/Aspte1_GeneCatalog_proteins_20120919.aa.fasta.gz	22080559
Aspergillus	tubingensis					v1.0	5068	https://genome.jgi.doe.gov/portal/Asptu1/download/Asptu1_GeneCatalog_proteins_20120711.aa.fasta.gz	28196534
Aspergillus	udagawae				IFM 46973		91492	https://genome.jgi.doe.gov/portal/Aspuda1/download/Aspuda1_GeneCatalog_proteins_20160920.aa.fasta.gz	26251487
Aspergillus	uvarum		CBS 121591			v1.0	1448315	https://genome.jgi.doe.gov/portal/Aspuva1/download/Aspuva1_GeneCatalog_proteins_20140531.aa.fasta.gz	
Aspergillus	vadensis		CBS 113365			v1.0	1448311	https://genome.jgi.doe.gov/portal/Aspvad1/download/Aspvad1_GeneCatalog_proteins_20140612.aa.fasta.gz	
Aspergillus	versicolor					v1.0	46472	https://genome.jgi.doe.gov/portal/Aspve1/download/Aspve1_GeneCatalog_proteins_20120621.aa.fasta.gz	28196534
Aspergillus	violaceofuscus		CBS 115571			v1.0	1450538	https://genome.jgi.doe.gov/portal/Aspvio1/download/Aspvio1_GeneCatalog_proteins_20140719.aa.fasta.gz	
Aspergillus	wentii					v1.0	5066	https://genome.jgi.doe.gov/portal/Aspwe1/download/Aspwe1_GeneCatalog_proteins_20120711.aa.fasta.gz	28196534
Aspergillus	zonatus					v1.0	41063	https://genome.jgi.doe.gov/portal/Aspzo1/download/Aspzo1_GeneCatalog_proteins_20121010.aa.fasta.gz	28196534
Asterochloris	sp.					v2.0	763042	https://genome.jgi.doe.gov/portal/Astpho2/download/Astpho2_GeneCatalog_proteins_20111209.aa.fasta.gz 	
Atractiellales	sp.		Cgr/DA1pho			v2.0	34420	https://genome.jgi.doe.gov/portal/Atrsp2/download/Atrsp2_GeneCatalog_proteins_20130826.aa.fasta.gz	
Aulographum	hederae					v2.0	1176130	https://genome.jgi.doe.gov/portal/Aulhe2/download/Aulhe2_GeneCatalog_proteins_20130401.aa.fasta.gz	
Aureobasidium	pullulans	var. melanogenum	CBS 110374				1043003	https://genome.jgi.doe.gov/portal/Aurpu_var_mel1/download/Aurpu_var_mel1_GeneCatalog_proteins_20130418.aa.fasta.gz	24984952
Aureobasidium	pullulans	var. namibiae	CBS 147.97				1043004	https://genome.jgi.doe.gov/portal/Aurpu_var_nam1/download/Aurpu_var_nam1_GeneCatalog_proteins_20130418.aa.fasta.gz	24984952
Aureobasidium	pullulans	var. pullulans	EXF-150				1043002	https://genome.jgi.doe.gov/portal/Aurpu_var_pul1/download/Aurpu_var_pul1_GeneCatalog_proteins_20130219.aa.fasta.gz	24984952
Aureobasidium	pullulans	var. subglaciale	EXF-2481				1043005	https://genome.jgi.doe.gov/portal/Aurpu_var_sub1/download/Aurpu_var_sub1_GeneCatalog_proteins_20120515.aa.fasta.gz	24984952
Auricularia	subglabra					v2.0	1331295	https://genome.jgi.doe.gov/portal/Aurde3_1/download/Aurde3_1_GeneCatalog_proteins_20130729.aa.fasta.gz	22745431
Auriculariopsis	ampla				NL-1724	v1.0	97359	https://genome.jgi.doe.gov/portal/Auramp1/download/Auramp1_GeneCatalog_proteins_20160719.aa.fasta.gz	
Auriscalpium	vulgare				FP105234-Sp	v1.0	40419	https://genome.jgi.doe.gov/portal/Aurvu1/download/Aurvu1_GeneCatalog_proteins_20140723.aa.fasta.gz	
Babjeviella	inositovora		NRRL Y-12698			v1.0	984486	https://genome.jgi.doe.gov/portal/Babin1/download/Babin1_GeneCatalog_proteins_20120306.aa.fasta.gz	27535936
Backusella	circina		FSU 941			v1.0	1314798	https://genome.jgi.doe.gov/portal/Bacci1/download/Bacci1_GeneCatalog_proteins_20130730.aa.fasta.gz	
Basidioascus	undulatus						1230402	https://genome.jgi.doe.gov/portal/Basun1/download/Basun1_GeneCatalog_proteins_20150127.aa.fasta.gz	
Basidiobolus	meristosporus		CBS 931.73			v1.0	1314790	https://genome.jgi.doe.gov/portal/Basme2finSC/download/Basme2finSC_GeneCatalog_proteins_20150701.aa.fasta.gz	28481340
Batrachochytrium	dendrobatidis		JAM81			v1.0	684364	https://genome.jgi.doe.gov/portal/Batde5/download/Batde5_best_proteins.fasta.gz	
Baudoinia	compniacensis		UAMH 10762		(4089826)	v1.0	717646	https://genome.jgi.doe.gov/portal/Bauco1/download/Bauco1_GeneCatalog_proteins_20110511.aa.fasta.gz	23236275
Beauveria	bassiana		ARSEF 2860				655819	https://genome.jgi.doe.gov/portal/Beaba1/download/Beaba1_GeneCatalog_proteins_20130926.aa.fasta.gz	22761991
Bimuria	novae-zelandiae		CBS 107.79			v1.0	1447943	https://genome.jgi.doe.gov/portal/Bimnz1/download/Bimnz1_GeneCatalog_proteins_20150128.aa.fasta.gz	
Biscogniauxia	nummularia					v1.0	97378	https://genome.jgi.doe.gov/portal/Bisnum1/download/Bisnum1_GeneCatalog_proteins_20160826.aa.fasta.gz	
Bisporella	sp.		PMI_857			v1.0	1954211	https://genome.jgi.doe.gov/portal/Bissp1/download/Bissp1_GeneCatalog_proteins_20161122.aa.fasta.gz	
Bjerkandera	adusta					v1.0	5331	https://genome.jgi.doe.gov/portal/Bjead1_1/download/Bjead1_1_GeneCatalog_proteins_20110614.aa.fasta.gz	23935031
Blakeslea	trispora				NRRL 2456	v1.0	4850	https://genome.jgi.doe.gov/portal/Blatri1/download/Blatri1_GeneCatalog_proteins_20160404.aa.fasta.gz	
Blastobotrys	adeninivorans			Arxula adeninivorans			409370	https://genome.jgi.doe.gov/portal/Arxad1/download/Arxad1_GeneCatalog_proteins_20141211.aa.fasta.gz	24834124
Blastocladiella	britannica					v1.0	64508	https://genome.jgi.doe.gov/portal/Blabri1/download/Blabri1_GeneCatalog_proteins_20160901.aa.fasta.gz	
Blastomyces	dermatitidis		SLH14081	Blastomyces gilchristii SLH14081			559298	https://genome.jgi.doe.gov/portal/Blade1/download/Blade1_GeneCatalog_proteins_20130826.aa.fasta.gz	26439490
Blumeria	graminis	f. sp. hordei 	DH14				546991	https://genome.jgi.doe.gov/portal/Blugr1/download/Blugr1_GeneCatalog_proteins_20131023.aa.fasta.gz	
Blumeria	graminis	f. sp. tritici	96224				1268274	https://genome.jgi.doe.gov/portal/Blugra1/download/Blugra1_GeneCatalog_proteins_20170921.aa.fasta.gz	23852167
Blyttiomyces	helicus				single-cell     		388810	https://genome.jgi.doe.gov/portal/Blyhe1/download/Blyhe1_GeneCatalog_proteins_20160509.aa.fasta.gz	
Bolbitius	vitellinus				SZMC-NL-1974	v1.0	34439	https://genome.jgi.doe.gov/portal/Bolvit1/download/Bolvit1_GeneCatalog_proteins_20160525.aa.fasta.gz	
Boletus	edulis					v1.0	36056	https://genome.jgi.doe.gov/portal/Boled1/download/Boled1_GeneCatalog_proteins_20130211.aa.fasta.gz	
Bombardia	bombarda				SMH3391-2	v1.0	252184	https://genome.jgi.doe.gov/portal/Bombom1/download/Bombom1_GeneCatalog_proteins_20170616.aa.fasta.gz	
Botryobasidium	botryosum					v1.0	264124	https://genome.jgi.doe.gov/portal/Botbo1/download/Botbo1_GeneCatalog_proteins_20110803.aa.fasta.gz	24958869
Botryosphaeria	dothidea						55169	https://genome.jgi.doe.gov/portal/Botdo1_1/download/Botdo1_1_GeneCatalog_proteins_20150128.aa.fasta.gz	
Botrytis	cinerea		T4			v1.0	40559	https://genome.jgi.doe.gov/portal/Botci1/download/Botci1_GeneCatalog_proteins_20110903.aa.fasta.gz	23104368
Bulgaria	inquinans				CBS 118.31	v1.0	73172	https://genome.jgi.doe.gov/portal/Bulin1/download/Bulin1_GeneCatalog_proteins_20160325.aa.fasta.gz	
Byssochlamys	spectabilis		No. 5	Paecilomyces variotii CBS 101075			1356009	https://genome.jgi.doe.gov/portal/Byssp1/download/Byssp1_GeneCatalog_proteins_20170705.aa.fasta.gz	24407650
Byssothecium	circinans				CBS 675.92	v1.0	147558	https://genome.jgi.doe.gov/portal/Bysci1/download/Bysci1_GeneCatalog_proteins_20140627.aa.fasta.gz	
Cadophora	sp.		DSE1049			v1.0	1485229	https://genome.jgi.doe.gov/portal/Cadsp1/download/Cadsp1_GeneCatalog_proteins_20140317.aa.fasta.gz	29679020
Caliciopsis	orientalis						380014	https://genome.jgi.doe.gov/portal/Calor1/download/Calor1_GeneCatalog_proteins_20130726.aa.fasta.gz	
Calocera	cornea					v1.0	29889	https://genome.jgi.doe.gov/portal/Calco1/download/Calco1_GeneCatalog_proteins_20130417.aa.fasta.gz	26659563
Calocera	viscosa					v1.0	63146	https://genome.jgi.doe.gov/portal/Calvi1/download/Calvi1_GeneCatalog_proteins_20130829.aa.fasta.gz	26659563
Caloscypha	fulgens				ATCC 42695	v1.0	47187	https://genome.jgi.doe.gov/portal/Calful1/download/Calful1_GeneCatalog_proteins_20160326.aa.fasta.gz	
Calosphaeria	pulchella						312312	https://genome.jgi.doe.gov/portal/Calpu1/download/Calpu1_GeneCatalog_proteins_20130805.aa.fasta.gz	
Candida	albicans		SC5314				237561	https://genome.jgi.doe.gov/portal/Canalb1/download/Canalb1_GeneCatalog_proteins_20161025.aa.fasta.gz	15123810
Candida	arabinofermentans		NRRL YB-2248			v1.0	983967	https://genome.jgi.doe.gov/portal/Canar1/download/Canar1_GeneCatalog_proteins_20111127.aa.fasta.gz	27535936
Candida	tanzawaensis		NRRL Y-17324			v1.0	984487	https://genome.jgi.doe.gov/portal/Canta1/download/Canta1_GeneCatalog_proteins_20120131.aa.fasta.gz	27535936
Candida	tenuis		NRRL Y-1498			v1.0	45596	https://genome.jgi.doe.gov/portal/Cante1/download/Cante1_filtered_proteins_v1_1.fasta.gz	21788494
Capronia	coronata		CBS 617.96				1182541	https://genome.jgi.doe.gov/portal/Capcor1/download/Capcor1_GeneCatalog_proteins_20160902.aa.fasta.gz	28348446
Capronia	epimyces		CBS 606.96				1182542	https://genome.jgi.doe.gov/portal/Capep1/download/Capep1_GeneCatalog_proteins_20160831.aa.fasta.gz	28348446
Catenaria	anguillulae		PL171			v2.0	765915	https://genome.jgi.doe.gov/portal/Catan2/download/Catan2_GeneCatalog_proteins_20160412.aa.fasta.gz	28481340
Cenococcum	geophilum		1.58			v2.0	794803	https://genome.jgi.doe.gov/portal/Cenge3/download/Cenge3_GeneCatalog_proteins_20130403.aa.fasta.gz	27601008
Cephaloascus	albidus				ATCC 66658	v1.0	43958	https://genome.jgi.doe.gov/portal/Cepal1_1/download/Cepal1_1_GeneCatalog_proteins_20150113.aa.fasta.gz	
Cephaloascus	fragrans				12-1022	v1.0	27311	https://genome.jgi.doe.gov/portal/Cepfr1_1/download/Cepfr1_1_GeneCatalog_proteins_20150115.aa.fasta.gz	
Ceraceosorus	sp.		MCA 4658			v1.0	1522189	https://genome.jgi.doe.gov/portal/Cersp1/download/Cersp1_GeneCatalog_proteins_20150406.aa.fasta.gz	
Ceratobasidium	sp.				(anastomosis group I  AG-I) 	v1.0	5251	https://genome.jgi.doe.gov/portal/CerAGI/download/CerAGI_GeneCatalog_proteins_20150524.aa.fasta.gz	
Cercospora	zeae-maydis					v1.0	135779	https://genome.jgi.doe.gov/portal/Cerzm1/download/Cerzm1_GeneCatalog_proteins_20111029.aa.fasta.gz	
Cerinomyces	ceraceus				ATCC 56525	v1.0	1175230	https://genome.jgi.doe.gov/portal/Cercer1/download/Cercer1_GeneCatalog_proteins_20160510.aa.fasta.gz	
